stop_id,stop_count,lat,lon
"8251","3",-118.429970,33.955887
"1719","55",-118.124146,34.168950
"2074","92",-118.284760,34.095760
"15457","432",-118.596470,34.190453
"16780","65",-118.474625,34.038506
"5844","95",-118.458940,34.299140
"7366","375",-118.288590,34.063614
"8535","89",-118.432144,34.219685
"9426","272",-118.326630,33.941574
"10054","54",-118.272410,34.018703
"1725","154",-118.145820,34.168770
"7790","185",-118.136880,34.091427
"3192","103",-118.321144,33.902070
"6828","292",-118.634720,34.193577
"6928","338",-118.398770,34.023113
"9143","45",-118.597305,34.184834
"12972","65",-118.383804,34.066772
"16580","42",-118.088844,34.003197
"538","65",-118.392395,34.071970
"1922","162",-118.137760,33.942463
"11703","101",-118.338905,34.083595
"11922","60",-118.331970,34.110405
"12441","281",-118.291860,34.081920
"13554","273",-118.270040,34.037235
"14727","183",-118.099100,33.927876
"20501","31",-118.409500,33.981277
"3332","349",-118.237206,34.056557
"3567","147",-118.349380,34.205883
"142066","251",-118.411280,34.274150
"7897","57",-118.407280,33.749363
"18107","53",-118.272140,34.117737
"970","42",-118.149330,33.913628
"3099","70",-118.099396,34.078636
"8242","55",-118.133640,34.168865
"8536","45",-118.431335,34.164630
"9030","62",-118.399260,34.059498
"11896","130",-118.255180,34.151470
"17294","103",-118.382810,33.901750
"17621","114",-118.377090,33.815870
"527","54",-118.405530,34.172280
"4058","147",-118.300330,34.085453
"13436","153",-118.278244,34.024860
"140755","214",-118.254270,33.941116
"9315","524",-118.218780,34.139840
"13372","272",-118.326630,33.949257
"6433","306",-118.326324,34.097893
"7072","118",-118.229420,34.196750
"8266","224",-118.444370,34.059544
"9585","115",-118.557780,34.257385
"13866","87",-118.269300,33.938090
"20237","45",-118.801260,34.152477
"2688","9",-118.361420,33.912796
"4874","211",-118.243256,34.033337
"14130","344",-118.309220,34.059834
"8828","81",-118.265045,33.923996
"10615","89",-118.352585,34.273434
"9119","54",-118.271580,34.116566
"10535","125",-118.129720,33.953580
"12392","103",-118.215805,33.898210
"12507","130",-118.597115,34.235588
"17707","114",-118.381830,33.817490
"141029","281",-118.335075,34.048530
"1562","392",-118.351750,33.961926
"3663","98",-118.132190,34.167095
"7735","67",-118.335310,33.930843
"9712","114",-118.198570,34.038837
"10087","115",-118.310720,34.184147
"12270","161",-118.211880,34.066140
"12272","161",-118.222150,34.067135
"16389","231",-118.102394,34.079773
"6593","127",-118.605760,34.201300
"6983","258",-118.448290,34.150696
"18171","60",-118.498405,34.243114
"10384","54",-118.300510,34.018497
"11855","154",-118.134445,34.065840
"13246","280",-118.278440,33.986160
"14929","45",-118.757380,34.154152
"17449","76",-118.290410,33.824196
"3474","112",-118.149240,34.190125
"4778","280",-118.278200,34.007200
"8850","343",-118.264984,33.967266
"11031","237",-118.358376,34.101830
"20132","65",-118.500930,34.165245
"142122","102",-118.286550,34.095810
"4283","42",-118.157005,33.917150
"5779","76",-118.303024,33.737850
"10361","236",-118.338160,34.191770
"13758","152",-118.300310,33.991722
"14060","281",-118.291780,34.059505
"14715","57",-118.339150,34.006065
"16651","51",-118.178955,33.962590
"140786","211",-118.254005,33.937595
"3669","98",-118.132330,34.161297
"10292","264",-118.214806,34.137203
"5952","60",-118.026276,34.091950
"8074","76",-118.474724,34.061123
"32159","55",-118.374230,34.115410
"3644","223",-118.343895,34.080070
"4942","126",-118.161840,33.986164
"5501","67",-118.269680,33.931072
"7070","118",-118.228100,34.193510
"7860","267",-118.294910,34.052530
"12832","67",-118.082170,33.877937
"16584","373",-118.157490,34.020600
"20127","232",-118.466320,34.168503
"664","306",-118.200610,34.043495
"2160","253",-118.367970,34.063587
"34697","163",-118.535700,34.201010
"5622","16",-118.317590,33.981678
"6573","122",-118.606200,34.253750
"8611","244",-118.308730,34.180622
"15479","124",-118.422630,34.186558
"2209","129",-118.264910,34.111244
"4728","65",-118.398640,34.059944
"5811","285",-118.393524,34.239270
"5898","380",-118.378390,34.074825
"10275","60",-118.136925,34.169040
"10740","341",-118.259650,34.088130
"12558","71",-118.072430,33.917603
"13359","474",-118.258050,34.143970
"3508","175",-118.209785,34.092674
"4247","61",-118.579414,34.039993
"15465","124",-118.505170,34.186530
"5818","154",-118.295770,34.171600
"7342","221",-118.298080,34.063490
"8858","141",-118.265430,33.885720
"4504","271",-118.253230,34.104332
"4846","133",-118.230900,33.946445
"11008","58",-118.178390,34.119920
"15917","263",-118.177920,34.141020
"17451","76",-118.290430,33.828228
"23200071","108",-118.228676,33.782204
"2116","122",-118.184340,33.977604
"9962","230",-118.273670,33.974792
"10439","412",-118.282745,33.928340
"11326","259",-118.388120,34.222440
"11580","126",-118.448760,34.164620
"11956","263",-118.150310,34.146053
"6088","44",-118.474590,34.208350
"8454","405",-118.308846,34.061584
"3636","223",-118.343895,34.075935
"6568","178",-118.605960,34.171696
"7289","387",-118.300026,34.068905
"10717","303",-118.042790,34.062910
"421","189",-118.343796,34.076313
"2654","67",-118.186530,33.930836
"15017","52",-118.031960,34.080864
"5388","839",-118.263250,34.038082
"6039","243",-118.455780,34.043755
"9772","224",-118.210520,34.024063
"12675","48",-118.444680,34.179504
"16716","260",-118.348440,34.062460
"17844","115",-118.115420,33.951170
"7098","74",-118.264430,33.847400
"8144","236",-118.291214,34.003580
"7888","194",-118.291756,34.052270
"8760","288",-118.182260,33.933815
"9140","81",-118.338090,34.117413
"12609","174",-118.386910,34.059517
"15324","267",-118.501380,34.159470
"16009","303",-118.123150,34.062637
"3221","154",-118.300610,34.083443
"4273","42",-118.159680,33.854020
"18058","54",-118.383545,34.157547
"30014","853",-118.222830,33.875980
"2565","89",-118.090740,34.126950
"5339","145",-118.300186,33.970837
"8714","45",-118.438910,34.254013
"15999","119",-118.287380,33.982185
"16571","126",-118.518745,34.193756
"376","100",-117.998060,33.851250
"1546","112",-118.123420,34.096626
"8340","387",-118.198710,34.026653
"10411","320",-118.623520,34.190380
"10861","223",-118.338820,34.101173
"11405","96",-118.396350,34.206030
"142450","420",-118.258160,34.041748
"1742","261",-118.214264,34.137990
"2315","388",-118.279920,34.017660
"8974","49",-118.125460,33.896732
"14647","214",-118.196335,33.988377
"16842","46",-118.431090,34.197440
"166","154",-118.185730,33.925697
"4020","66",-118.502380,34.236030
"7444","224",-118.258420,34.043740
"10416","105",-118.623540,34.196594
"14933","50",-118.162300,33.983284
"15575","252",-118.597330,34.234688
"17405","60",-118.413630,34.194230
"3601","18",-118.338460,34.094600
"5007","166",-118.282510,33.991314
"9864","297",-118.125260,34.146072
"10638","56",-118.152240,34.101345
"14888","76",-118.530464,34.046430
"1599","66",-118.210205,34.019880
"2852","112",-118.071420,34.104298
"5035","166",-118.282524,33.974480
"5062","54",-118.151710,34.077160
"6420","301",-118.406110,34.086514
"17113","218",-118.284096,34.057476
"899","520",-118.330650,33.991158
"4505","73",-118.366455,34.152180
"10137","224",-118.238790,34.027653
"11962","131",-118.150730,34.157528
"14025","281",-118.292060,33.935640
"14466","43",-118.623215,34.208390
"15534","167",-118.326780,34.092700
"16741","260",-118.279320,34.059750
"3228","154",-118.291870,34.083477
"4539","175",-118.562440,34.220220
"13000137","204",-118.313360,34.064022
"20306","54",-118.435890,34.165028
"32188","53",-118.169120,33.922760
"1836","52",-118.306380,34.018085
"7813","162",-118.287200,33.959940
"3851","126",-118.072910,34.124844
"6195","163",-118.413990,34.201090
"7042","45",-118.614620,34.168640
"248","368",-118.265396,34.009335
"3589","170",-118.079056,34.150010
"11387","96",-118.443565,34.269737
"12519","132",-118.510930,34.235683
"12642","284",-118.355545,33.994522
"15106","38",-118.655600,34.187960
"15401","321",-118.378720,34.140095
"20400005","251",-118.352750,33.933610
"4861","1000",-118.240130,34.042000
"11369","66",-118.553430,34.250294
"23200113","108",-118.395850,33.887653
"23200115","108",-118.395870,33.894478
"5024","166",-118.282530,33.953000
"5045","117",-118.357290,33.976097
"6750","38",-118.648150,34.173862
"17283","88",-118.361480,34.025720
"1556","87",-118.269650,33.959846
"1994","262",-118.352430,33.932293
"16674","65",-118.491920,34.024494
"2972","55",-118.159380,34.166410
"4751","124",-118.317970,34.177437
"10750","130",-118.258780,34.120100
"14227","163",-118.288100,34.165684
"15373","553",-118.457710,34.152550
"15932","132",-118.231650,33.896046
"16153","261",-118.262560,34.044388
"16757","65",-118.463455,34.047565
"5729","490",-118.308950,34.068630
"6226","163",-118.557560,34.200893
"20131","65",-118.500920,34.161580
"16925","107",-117.915146,33.812767
"18076","54",-118.307780,34.166520
"4110","95",-118.444580,34.324615
"6598","178",-118.606040,34.186684
"8024","362",-118.250370,34.068287
"14495","42",-118.378880,34.208570
"25258","89",-118.270874,34.014736
"140784","211",-118.254090,33.929770
"2701","34",-118.420650,33.976150
"3295","54",-118.190120,34.113785
"7535","48",-118.344270,34.176550
"10572","100",-118.444780,34.323742
"1156","167",-118.189330,34.035934
"4276","42",-118.160170,33.881824
"7538","48",-118.349490,34.174805
"15698","119",-118.311790,33.983456
"17530","107",-118.060120,33.902493
"1118","133",-118.248790,33.943140
"4960","157",-118.150116,34.123900
"5336","147",-118.300250,34.063858
"6992","237",-118.592950,34.166855
"9110","54",-118.435720,34.172024
"11012","237",-118.329285,34.101738
"13264","15",-118.255450,34.043200
"15909","137",-118.352450,33.945587
"787","263",-118.200800,34.139630
"2377","390",-118.267105,34.039883
"104717","243",-118.369720,34.040257
"18225","63",-118.405310,34.146890
"6026","362",-118.289450,34.090750
"17328","103",-118.335030,33.902054
"7389","76",-118.292560,33.737800
"13165","457",-118.133780,34.059530
"16994","76",-118.237710,33.895615
"2623","67",-118.339630,33.930840
"6303","134",-118.207760,34.046560
"7831","44",-118.126120,33.931670
"8223","23",-118.081795,34.054607
"11943","59",-118.178154,34.082924
"14199","283",-118.403410,34.248250
"43426","171",-118.601640,34.181100
"142427","53",-118.168470,33.889038
"2675","56",-118.192245,34.032970
"4941","50",-118.162690,33.980885
"4660","301",-118.277794,34.054653
"6743","38",-118.656270,34.182518
"10830","90",-118.212080,34.083237
"12965","131",-118.350960,34.152355
"14863","71",-118.151100,34.003273
"15421","115",-118.229700,34.196922
"2759","233",-118.336300,34.011670
"4571","175",-118.553230,34.220356
"142043","161",-118.236050,34.063330
"15536","167",-118.326770,34.083700
"7262","19",-118.282520,34.014145
"13343","266",-118.256590,33.981724
"32171","55",-118.365790,34.098152
"10271","60",-118.113360,34.169235
"10787","114",-118.408750,34.270733
"142303","119",-118.330630,33.980730
"142307","59",-118.326290,33.872990
"10663","119",-118.224970,33.981773
"12124","86",-118.405080,33.984040
"9237","303",-118.166830,34.040714
"9986","119",-118.238780,33.982113
"12990","245",-118.424995,34.221800
"14232","283",-118.397090,34.242306
"15260","313",-118.324080,34.043716
"15295","313",-118.280640,34.042350
"1047","45",-118.485016,34.257294
"1489","153",-118.482790,34.115227
"15396","45",-118.614876,34.168827
"42","364",-118.270775,34.057873
"4962","243",-118.368004,34.045467
"16112","159",-118.376790,33.960037
"17437","76",-118.290970,33.794440
"142101","405",-118.224980,34.142998
"778","263",-118.203160,34.139565
"1956","213",-118.203680,33.971848
"5225","211",-118.376000,34.056866
"8724","16",-118.318350,34.014740
"9581","49",-118.536420,34.257393
"14675","49",-118.146540,33.896584
"17823","115",-118.142960,33.901320
"3852","138",-118.064445,34.059200
"4701","457",-118.140070,34.046707
"8163","144",-118.317860,34.039790
"13949","250",-118.219780,34.002010
"15498","124",-118.392260,34.186565
"140818","163",-118.428170,34.201077
"915","286",-118.326360,33.917236
"3330","118",-118.253010,34.125896
"3189","68",-118.579690,34.253838
"5146","280",-118.261856,34.037674
"140771","152",-118.386370,33.945620
"992","100",-118.588615,34.204414
"2943","58",-118.005455,33.928196
"5676","283",-118.291490,33.965702
"6575","183",-118.605736,34.182713
"6894","292",-118.631660,34.193580
"14534","232",-118.467804,34.228416
"15135","140",-118.405075,34.278664
"4254","261",-118.323590,34.054882
"4609","126",-118.073400,34.106190
"2984","86",-118.393380,34.273235
"5431","62",-118.383940,34.052074
"4774","528",-118.275700,34.016426
"5851","154",-118.288030,34.165966
"6116","44",-118.424904,34.208600
"36575","233",-118.278840,34.003930
"260","353",-118.265280,33.963900
"2942","162",-118.309300,33.959843
"10171","76",-118.125370,34.033740
"10493","394",-118.241000,34.050674
"13542","115",-118.251070,34.138943
"15704","364",-118.263510,34.054780
"5454","154",-118.303580,34.177296
"6156","233",-118.465990,34.214070
"5014","166",-118.282530,33.970630
"5842","105",-118.377200,34.224810
"6856","292",-118.627335,34.193600
"8048","306",-118.302980,34.098000
"9264","386",-118.254750,34.047280
"13306","135",-118.254510,33.920166
"1931","162",-118.225000,33.956030
"4893","214",-118.254190,33.949406
"17433","146",-118.281290,33.785942
"8084","306",-118.331180,34.097874
"13235","530",-118.276770,34.014183
"16068","177",-118.102840,34.102608
"16271","272",-118.362480,33.987760
"16295","76",-118.515340,34.045550
"16402","313",-118.294180,34.044365
"4917","270",-118.326324,33.949394
"7379","350",-118.263824,34.050655
"2957","52",-118.326320,34.007977
"13441","153",-118.282845,34.000830
"13716","744",-118.260180,34.036793
"17335","103",-118.313630,33.901806
"9302","16",-118.331764,34.018345
"12942","105",-118.501810,34.279156
"18100","53",-118.238040,34.090355
"15161","266",-118.450400,34.231930
"16654","51",-118.178270,33.967117
"12161","100",-118.131660,34.185540
"16821","54",-118.484980,34.231880
"6374","111",-118.354004,34.246970
"6864","132",-118.470695,34.193800
"10634","185",-118.402885,34.221790
"13625","248",-118.352800,33.949226
"15438","350",-118.589250,34.188736
"32123","71",-118.146070,33.998016
"176139","48",-118.055450,33.873370
"3743","21",-118.189064,33.804646
"10044","63",-118.264930,33.931187
"16932","154",-118.134610,34.074074
"229","353",-118.265310,33.941704
"5919","134",-118.248790,33.867230
"13918","314",-118.230490,34.014996
"14908","57",-118.057365,34.089188
"15452","55",-118.457690,33.973877
"15787","224",-118.303986,34.057796
"18092","54",-118.239830,34.091908
"5834","105",-118.387340,34.233437
"6587","122",-118.606150,34.219387
"3381","114",-118.262085,33.779877
"4948","126",-118.161410,33.988956
"6231","163",-118.439660,34.201084
"8061","73",-118.504944,34.050793
"14279","246",-118.364210,34.057735
"14603","316",-118.628150,34.201027
"1464","306",-118.055850,34.062600
"2062","89",-118.401600,34.280838
"14900","57",-118.063810,34.120735
"23200092","108",-118.358100,33.807950
"5304","120",-118.297290,33.787500
"13610","315",-118.284096,34.027122
"20035","147",-118.443665,34.283485
"180","288",-118.183260,33.930958
"4178","108",-118.417760,34.179320
"12165","100",-118.132490,34.147575
"16993","74",-118.237404,33.895680
"20007","153",-118.479420,34.126003
"5475","81",-118.269660,33.936270
"10726","79",-118.447660,34.065495
"12511","132",-118.515300,34.235714
"14712","171",-118.210000,33.970230
"23200036","114",-118.338540,33.795918
"806","220",-118.247580,33.985970
"2966","55",-118.157370,34.159145
"16179","261",-118.291410,34.052628
"142426","53",-118.168945,33.892550
"142459","107",-117.995705,33.884930
"5803","128",-118.050514,34.132874
"9552","57",-118.081280,34.142120
"13873","358",-118.258550,34.025620
"15814","202",-118.286630,34.032860
"17381","103",-118.199470,33.903410
"8141","236",-118.286804,34.003605
"12065","115",-118.321266,34.194046
"6290","48",-118.155785,33.896340
"14481","42",-118.470406,34.208546
"14584","316",-118.623726,34.201120
"3707","258",-118.204130,33.879597
"6048","362",-118.426430,34.055820
"2898","95",-118.396620,34.168125
"4030","130",-118.493630,34.235830
"16854","88",-118.430750,34.215538
"669","306",-118.180016,34.040410
"847","286",-118.326355,33.912390
"15292","313",-118.407200,34.018814
"18048","54",-118.431465,34.157513
"5633","54",-118.386800,34.172295
"6880","139",-118.606230,34.193886
"16323","653",-118.268745,34.079525
"6121","44",-118.523125,34.208286
"8945","55",-118.048386,34.090670
"10645","119",-118.187256,33.978180
"11158","107",-118.082110,33.917240
"4608","126",-118.073450,34.109200
"5428","62",-118.388275,34.038128
"8894","303",-118.157005,34.040756
"12287","326",-118.211600,34.062683
"13747","151",-118.300370,34.034683
"1454","122",-118.239180,33.981915
"2705","95",-118.401306,33.986180
"8911","64",-118.501230,34.161850
"11721","151",-118.309460,34.083652
"12468","344",-118.309320,34.092957
"16406","236",-118.321530,34.003563
"17620","108",-118.376656,33.816070
"2252","184",-118.359330,34.222733
"5466","70",-118.094444,34.144188
"1496","117",-118.338005,33.980114
"12067","115",-118.311350,34.186775
"15553","272",-118.370140,34.190174
"16687","65",-118.472755,34.040016
"18128","140",-118.335860,34.155365
"14711","171",-118.211400,33.960876
"15154","266",-118.416176,34.270576
"5022","166",-118.282540,33.957237
"5483","368",-118.258620,34.026066
"11788","96",-118.086464,34.036976
"11930","135",-118.254660,33.905940
"15737","211",-118.277180,34.056740
"17581","70",-118.308810,33.752000
"254","368",-118.265360,33.986256
"3453","56",-118.177920,34.082690
"2025","89",-118.416990,34.295425
"9374","15",-118.224266,33.892420
"15570","350",-118.447840,34.180504
"1010","57",-118.076250,34.142360
"1952","53",-118.171570,34.044100
"140932","331",-118.308750,34.018860
"2006","118",-118.261520,34.237724
"140743","45",-118.597550,34.169983
"4653","218",-118.284080,34.045610
"7192","159",-118.326460,34.086998
"7558","132",-118.357140,33.945328
"142072","61",-118.381744,33.968304
"350","66",-118.500970,34.204933
"3056","100",-118.141290,34.152300
"140819","163",-118.379170,34.201110
"1579","104",-118.155760,34.015583
"744","16",-118.329210,34.018154
"892","753",-118.333800,34.005688
"5386","362",-118.326330,34.090595
"6797","266",-118.448555,34.152190
"11512","314",-118.217380,33.948780
"13454","153",-118.282845,33.964480
"16889","57",-118.327980,34.103977
"140802","79",-118.323740,33.931107
"1871","172",-118.623276,34.208650
"3046","260",-118.265686,34.124832
"7557","137",-118.282410,33.945680
"13621","224",-118.344260,34.052082
"14041","281",-118.291695,34.015633
"1740","229",-118.224040,34.122234
"3658","211",-118.376320,34.085197
"5004","225",-118.134445,34.065704
"5120","146",-118.279700,33.738564
"7337","117",-118.311134,33.983315
"20087","45",-118.713840,34.138140
"3368","115",-118.229140,34.178257
"4696","151",-118.164604,34.004963
"12370","63",-118.091270,34.110615
"13851","163",-118.304030,34.177284
"2118","122",-118.215810,33.980970
"7451","201",-118.324070,34.032530
"11760","54",-118.152885,34.115925
"14206","283",-118.412520,34.256870
"14353","55",-118.366040,34.094135
"15257","338",-118.291380,34.044120
"15544","320",-118.370120,34.171970
"17189","48",-118.090836,33.887470
"1567","130",-118.562416,34.235210
"1731","87",-118.265000,33.928062
"2206","129",-118.258350,34.120120
"2272","98",-118.272210,34.026300
"2354","57",-118.400980,33.745270
"2575","89",-118.155580,34.096794
"509","54",-118.409710,34.172280
"552","81",-118.345370,34.126450
"140997","224",-118.346794,34.042656
"23200056","114",-118.228485,33.781960
"3242","161",-118.234940,34.061000
"16813","54",-118.483530,34.197410
"11626","159",-118.326260,33.960120
"5341","145",-118.300120,33.967167
"10403","215",-118.150620,34.112015
"1326","285",-118.313190,34.182137
"1675","159",-118.110954,34.079070
"3531","79",-118.256600,34.040188
"5638","70",-118.290634,33.798040
"5762","331",-118.308790,33.982246
"7885","266",-118.360050,34.057446
"8189","144",-118.349846,34.040714
"186","151",-118.181800,33.948814
"198","126",-118.448906,34.171856
"14565","161",-118.523895,34.201340
"16001","119",-118.291240,33.982250
"10091","188",-118.127210,34.095123
"13718","89",-118.273820,34.001884
"13765","152",-118.300385,33.976340
"16473","151",-118.367004,34.035870
"18185","63",-118.540115,34.242626
"5866","134",-118.386360,33.952545
"9300","16",-118.328880,34.018356
"4802","280",-118.278110,33.964043
"13643","224",-118.349525,34.036076
"15287","313",-118.411200,34.016567
"15853","98",-118.154230,34.196896
"16320","653",-118.270134,34.080490
"17818","115",-118.142840,33.892075
"2441","457",-118.438890,34.077650
"2978","154",-118.159250,34.169666
"7804","161",-118.378970,33.959780
"9906","57",-118.089490,34.142070
"12092","21",-118.338830,34.100490
"17611","74",-118.237210,33.892673
"65300050","383",-118.308754,34.011272
"3935","344",-118.242710,34.054700
"5153","301",-118.283820,34.031982
"6987","258",-118.387460,34.141068
"7821","83",-118.432810,33.959650
"8056","300",-118.370400,34.096367
"9185","119",-118.372130,33.977444
"16116","159",-118.322460,33.960114
"19092","185",-118.502510,34.221344
"4865","211",-118.256240,33.972190
"5649","54",-118.386800,34.172040
"19118","134",-118.225910,33.892110
"13205","130",-118.255190,34.152676
"16193","280",-118.326940,34.047977
"140950","194",-118.291710,34.039738
"2342","61",-118.818375,34.016594
"11860","123",-118.264050,33.798890
"13206","293",-118.255130,34.140330
"13763","152",-118.300380,33.978653
"15159","392",-118.450370,34.242400
"17015","60",-118.030620,34.106280
"4170","267",-118.263830,34.044790
"5212","221",-118.372055,34.024050
"10749","129",-118.259070,34.100610
"13767","152",-118.300420,33.971110
"2726","232",-118.457540,34.164590
"4135","53",-118.239060,34.060337
"11061","151",-118.284300,34.078594
"15143","266",-118.414940,34.271477
"183","151",-118.186310,33.981186
"7205","281",-118.370445,34.190450
"14215","106",-118.384480,34.230360
"14905","57",-118.063180,34.117550
"15632","345",-118.295250,34.069176
"2475","233",-118.318375,34.003838
"13586","248",-118.352770,33.937927
"8538","89",-118.431076,34.212420
"12288","188",-118.202650,34.067802
"15029","357",-118.210970,34.055670
"15411","267",-118.431660,34.148240
"6373","111",-118.367040,34.221275
"6677","159",-118.151060,34.076797
"5101","182",-118.297450,34.177140
"5161","16",-118.151054,34.161564
"2694","147",-118.300750,34.055770
"4819","620",-118.261154,34.036907
"6454","66",-118.553680,34.212154
"8573","119",-118.199340,34.132770
"9339","132",-118.246160,33.895973
"11859","123",-118.264110,33.802505
"15916","248",-118.174370,34.141760
"23200006","114",-118.396180,33.919174
"2805","120",-118.137730,33.916718
"5604","16",-118.317640,33.938065
"10617","201",-118.307190,34.259525
"15211","38",-118.627000,34.193848
"4268","42",-118.159940,33.895042
"8157","128",-118.353355,34.184917
"4053","130",-118.540610,34.235626
"9149","171",-118.207990,33.941600
"11047","119",-118.241264,33.981750
"11694","101",-118.380540,34.082115
"176137","48",-118.046720,33.873413
"712","114",-118.173530,34.057438
"2960","131",-118.352290,33.938107
"6535","1986",-118.264570,34.033195
"13930","314",-118.230140,34.032707
"15370","267",-118.492645,34.157740
"16104","100",-118.396600,33.960020
"17499","76",-118.236510,33.877970
"2369","57",-118.352425,33.865364
"5948","306",-118.042470,34.064175
"2574","89",-118.117256,34.117466
"769","52",-118.252210,33.985367
"1296","352",-118.402534,34.072617
"4905","165",-118.247670,33.960278
"6959","313",-118.309530,34.043700
"8425","262",-118.304330,34.061604
"13116","315",-118.276850,34.056686
"18306","53",-118.265430,34.111410
"1458","306",-118.116585,34.062393
"1513","52",-118.262110,34.013878
"7428","224",-118.281220,34.056286
"7720","85",-118.374794,33.930798
"8440","253",-118.391495,34.066944
"14927","45",-118.774960,34.154827
"491","63",-118.422580,34.175934
"3812","147",-118.300354,34.088406
"9537","99",-118.588310,34.204967
"5795","387",-118.238910,33.925148
"8012","306",-118.284360,34.095882
"5195","223",-118.343864,34.066690
"6982","45",-118.605500,34.168377
"8010","73",-118.520710,34.043037
"13123","53",-118.165600,34.026750
"4051","130",-118.485380,34.235767
"4395","128",-118.570980,34.242867
"9755","71",-118.223480,34.034650
"12702","564",-118.225330,33.982582
"18141","54",-118.409290,34.157722
"20441","123",-118.518090,34.186500
"2049","89",-118.440544,34.315556
"4743","283",-118.254770,34.133800
"12541","131",-118.540115,34.235374
"20027","105",-118.347730,34.192500
"20039","49",-118.464880,34.279180
"8270","387",-118.153114,34.019398
"10381","54",-118.294260,34.018490
"8042","300",-118.353000,34.097910
"8924","64",-118.502625,34.242730
"9806","105",-118.186450,33.874510
"10250","233",-118.265720,34.004017
"15389","45",-118.619160,34.167473
"16589","373",-118.160400,34.021210
"87","218",-118.256520,34.092440
"7876","174",-118.375930,34.059357
"17392","103",-118.163360,33.903550
"7883","174",-118.383390,34.059260
"142124","102",-118.283110,34.098330
"5946","60",-118.030830,34.117622
"7386","218",-118.282290,34.058876
"8612","114",-118.173320,34.037020
"10773","192",-118.354670,34.218395
"13857","70",-118.090260,34.124763
"468","266",-118.448610,34.208330
"3622","77",-118.342170,34.157660
"8890","45",-118.624306,34.163840
"12876","10",-118.343980,33.887135
"16838","46",-118.431040,34.172424
"17244","51",-118.177795,33.889248
"17266","91",-118.302574,34.025642
"17372","103",-118.229860,33.903446
"1646","227",-118.256670,33.989193
"2974","100",-118.159450,34.173393
"19149","19",-118.369840,33.895070
"7490","54",-118.330246,34.157390
"8846","358",-118.265020,33.984600
"12968","62",-118.383490,34.066784
"12984","224",-118.372025,34.021564
"13596","683",-118.250404,34.050438
"16100","159",-118.286840,33.960194
"1363","134",-118.251480,33.895706
"4457","10",-118.369890,33.894535
"8002","73",-118.523230,34.045080
"9182","119",-118.381970,33.976590
"287","141",-118.265410,33.902317
"6855","38",-118.638725,34.193275
"5559","233",-118.219560,34.008720
"5964","58",-117.992970,33.933840
"6020","362",-118.304840,34.090633
"7275","387",-118.295580,34.068920
"7732","67",-118.291310,33.930855
"10410","67",-118.623470,34.171665
"3005","258",-118.209114,33.915726
"3100","951",-118.350296,33.968273
"12146","528",-118.376730,34.075653
"15064","161",-118.182495,34.063225
"16052","152",-118.299965,33.930847
"16956","306",-118.186676,34.040390
"23200112","108",-118.395836,33.883640
"3779","159",-118.229620,34.065590
"6040","362",-118.423720,34.057690
"5727","383",-118.308740,34.016810
"6819","266",-118.436240,34.255608
"3241","159",-118.234770,34.061226
"12595","174",-118.368890,34.058890
"15278","313",-118.431496,34.005028
"142304","57",-118.375080,33.776478
"188","151",-118.181350,33.941402
"2008","89",-118.358600,34.274240
"8725","16",-118.318110,34.007122
"9865","312",-118.135440,34.146015
"13783","152",-118.300370,33.960210
"2265","345",-118.284520,34.068740
"6505","58",-118.039710,33.935410
"7995","315",-118.282690,34.094340
"8942","52",-118.049550,34.095314
"10713","303",-118.103550,34.062725
"11274","57",-118.385600,33.965240
"20060","55",-118.518670,34.176830
"43421","233",-118.465996,34.172398
"218","73",-118.341770,34.157505
"5343","145",-118.300120,33.963540
"25400156","270",-118.334946,34.011290
"4047","131",-118.548840,34.235367
"4320","42",-118.159950,33.896630
"8107","222",-118.102230,34.079453
"13357","263",-118.258040,34.142345
"13801","211",-118.264534,34.140970
"14601","161",-118.435770,34.201313
"339","129",-118.500940,34.160300
"2343","686",-118.353520,33.964600
"142313","167",-118.326904,34.101500
"16587","373",-118.210240,34.032078
"36555","61",-118.396060,33.959660
"8160","144",-118.326836,34.039770
"9785","165",-118.265205,34.023200
"9825","48",-118.316350,34.186180
"141030","10",-118.343660,33.873110
"7163","128",-118.444190,34.186806
"7845","267",-118.318810,34.053020
"6918","562",-118.373450,34.037530
"7340","117",-118.309135,33.983320
"7964","227",-118.326660,33.988934
"9362","165",-118.246200,33.950800
"13660","212",-118.376300,34.050854
"14408","352",-118.395530,34.077430
"902","520",-118.330696,33.982784
"2191","88",-118.448910,34.068275
"6911","338",-118.321440,34.043453
"9582","49",-118.467140,34.257435
"140929","331",-118.308870,34.047000
"3548","120",-118.293300,33.764210
"6865","126",-118.575005,34.193676
"8070","76",-118.485756,34.057034
"8245","116",-118.458755,33.983900
"9894","49",-118.198660,33.896233
"12262","115",-118.437256,34.286427
"16947","632",-118.252930,34.045510
"142216","101",-118.282190,33.790367
"280","365",-118.265320,33.974910
"1933","125",-118.112100,33.929493
"9132","57",-118.330370,34.105473
"9782","169",-118.247350,34.015250
"10100","290",-118.347280,33.960915
"13122","526",-118.276200,34.057713
"15742","229",-118.273270,34.054943
"17135","211",-118.284320,34.057953
"2141","42",-118.151550,33.914696
"8457","658",-118.380300,34.066097
"36513","107",-118.090836,33.917230
"6964","338",-118.419470,34.011387
"7591","134",-118.249090,33.895718
"9589","49",-118.544660,34.257397
"12175","98",-118.159840,34.185150
"20133","66",-118.502495,34.224255
