stop_id,stop_count,lat,lon
"99102","28",-117.127266,32.821316
"60080","164",-117.096430,32.637600
peptc,"0",-117.231950,32.879436
"10551","158",-117.124886,32.691967
"12115","158",-117.118420,32.687520
"11012","32",-117.084145,32.711770
"91091","26",-116.980640,32.842503
"12975","78",-117.025740,32.718960
"88964","30",-116.939970,32.552864
"99318","112",-117.012930,32.702084
"40778","44",-117.058520,33.014843
"99118","209",-117.163750,32.715927
"99026","233",-117.170470,32.715600
"75086","480",-117.162470,32.716710
"40193","63",-116.957500,32.800854
"60698","74",-117.057280,32.666160
"40768","44",-117.062330,32.959118
"12542","287",-117.084950,32.699880
"12051","150",-117.155510,32.800080
"11630","136",-117.165780,32.791850
"10524","118",-117.137830,32.711533
"60436","165",-117.047900,32.554153
"41055","13",-117.017210,32.848957
"99474","132",-117.080860,33.017117
"99232","12",-117.239460,32.728035
"70042","140",-117.094604,32.629780
"12321","12",-117.235920,32.717186
"12526","61",-117.096794,32.968494
"30048","42",-117.040310,32.621773
"60182","88",-117.102420,32.576626
"10519","158",-117.139145,32.697840
"41056","13",-117.010270,32.849617
"11673","105",-117.146330,32.761147
"12610","27",-117.252030,32.742577
"12866","152",-117.100784,32.757385
"10774","77",-117.233220,32.801567
"11552","74",-117.236374,32.780052
"11584","257",-117.198240,32.757380
"11466","79",-117.026310,32.717644
"40448","63",-116.951600,32.800370
"99588","33",-117.201690,32.864437
"60708","74",-117.050380,32.668083
"10428","122",-117.194200,32.834354
"12244","78",-117.026430,32.723255
"40988","56",-116.971400,32.734978
"40648","56",-116.971695,32.730667
"12084","243",-117.130240,32.754223
"13444","60",-117.076450,32.982860
"12929","67",-117.069770,32.772236
"10882","85",-117.142260,32.706430
"94019","305",-117.199715,32.754310
"60074","129",-117.120550,32.583797
"92254","126",-116.996370,32.641685
"98060","2",-116.190285,32.617348
"60593","167",-117.050280,32.554740
hstS,"0",-117.095590,32.630074
"40706","4",-117.023224,32.984074
"12181","44",-117.081140,33.021000
"89010","155",-117.229270,32.801390
"39017","22",-116.967040,32.636684
"11503","136",-117.270860,32.815815
"11275","261",-117.140780,32.711710
"88879","49",-117.109310,32.747726
"41279","97",-116.953020,32.795070
"41257","97",-116.950540,32.794860
"12892","287",-117.084850,32.703682
"98133","5",-116.926285,32.728260
"88995","63",-116.967415,32.800518
"10031","27",-117.226530,32.728943
"10568","140",-117.118310,32.701176
estS,"0",-117.099080,32.639008
"88880","49",-117.092125,32.747547
"39051","54",-117.086420,32.643208
"10950","85",-117.116710,32.704967
"10012","293",-117.245834,32.796528
"11433","56",-117.050385,32.801826
"12122","60",-117.108400,32.953102
"98560","8",-117.193170,32.893814
"10286","156",-117.055640,32.710716
"11551","74",-117.236650,32.782925
"60388","88",-117.139366,32.630420
"88897","109",-117.134575,32.831207
"50159","15",-117.075790,32.666355
"60304","129",-117.078030,32.566980
"41090","32",-116.951980,32.824790
"50060","170",-117.094640,32.677364
"60309","164",-117.061900,32.566560
"10216","90",-117.108780,32.704754
"40678","26",-116.927990,32.768246
"11733","158",-117.095540,32.669780
"11528","132",-117.248520,32.869503
"11265","15",-117.145860,32.888184
"11052","98",-117.054600,32.755516
"40455","87",-116.937675,32.787790
"12928","61",-117.072560,32.991370
"40741","32",-116.960720,32.830280
"60181","402",-117.106064,32.576637
"99400","86",-116.974250,32.567730
"40306","63",-116.948140,32.800274
"10372","152",-117.237600,32.765236
"12952","110",-117.058480,32.745712
"13430","222",-117.134940,32.755478
"50129","164",-117.083050,32.684284
"40831","60",-116.976326,32.716167
"12282","153",-117.252360,32.782455
"40593","49",-117.058075,32.995117
"60795","13",-117.099410,32.828007
"10154","158",-117.132230,32.695854
"10460","82",-117.166500,32.820545
"60583","167",-117.066800,32.567352
"10136","221",-117.140190,32.748375
"11074","98",-117.032974,32.760693
"40779","44",-117.057980,32.990704
"11076","84",-117.031810,32.710896
"11724","131",-117.102600,32.696003
"11808","78",-117.025940,32.718704
"99377","78",-117.133630,32.831290
"60637","49",-117.092210,32.745420
"10179","118",-117.125400,32.711594
"64001","177",-117.029710,32.544610
sprtro,"0",-117.017210,32.756860
"12154","153",-117.093636,32.720882
"40111","28",-117.077354,32.947224
"75037","190",-117.017530,32.756756
"40862","60",-116.933910,32.821270
"12781","493",-117.154590,32.713997
"70054","118",-117.113370,32.675340
"11225","290",-117.169235,32.761658
"11803","227",-117.029850,32.699886
"99411","133",-117.118400,32.584023
"12359","61",-117.199250,32.767845
"40927","182",-116.967690,32.804600
"40729","56",-116.972595,32.743286
"75075","191",-117.141150,32.705290
"12872","251",-117.096660,32.767384
"94042","86",-117.169980,32.765522
"10669","84",-117.067540,32.709286
"11759","170",-117.079834,32.730946
"13411","297",-117.103550,32.676834
"12842","15",-117.123280,32.894337
"30093","54",-117.072266,32.647156
"11541","29",-117.242810,32.901424
"13550","220",-117.146286,32.748837
"60329","129",-117.131600,32.583736
"40018","4",-117.027916,32.978096
"99322","72",-117.055360,32.705246
"12213","158",-117.064590,32.601300
"60771","129",-117.085730,32.769287
"11065","113",-117.038070,32.768906
"89024","160",-116.940480,32.553165
"99405","15",-116.940660,32.565860
"98548","37",-117.240740,32.904870
"10540","104",-117.133590,32.762817
"10708","138",-117.038284,32.742496
"10183","151",-117.126270,32.831330
"10044","138",-117.217840,32.802273
"10004","137",-117.273810,32.840130
"13028","153",-117.204150,32.832360
"98035","2",-116.771935,33.075382
"88916","137",-117.108660,32.749985
"99403","85",-116.966250,32.567974
"12065","105",-117.146330,32.756893
"98090","1",-116.493610,32.734413
"11152","227",-117.224240,32.804890
"12233","54",-117.045840,32.803440
"30021","57",-117.068480,32.602080
"77781","219",-117.231850,32.878292
"60005","88",-117.170770,32.692730
"30020","69",-117.070366,32.598415
"10505","107",-117.144510,32.770725
"10048","61",-117.206215,32.774685
"50164","76",-117.102480,32.664864
"98522","8",-117.192380,32.895620
"60132","133",-117.122110,32.584020
"60570","169",-117.054600,32.556200
"11885","27",-117.241400,32.891357
"91072","110",-116.975660,32.792350
"91038","85",-117.086100,32.709785
"75022","160",-116.982080,32.826996
"60265","54",-117.166855,32.694466
"11153","326",-117.223854,32.871250
"11461","113",-117.027700,32.767006
"89013","61",-117.205820,32.789085
"10334","69",-117.008675,32.802795
"60171","133",-117.127205,32.584076
"12739","11",-117.169044,32.741047
"12158","60",-117.091030,33.009506
"40683","26",-116.927450,32.749380
"40750","27",-116.927750,32.784725
"11083","78",-117.023290,32.718704
"60523","80",-116.945700,32.552920
barS,"0",-117.146590,32.698025
"12187","130",-117.079475,32.757390
"13438","87",-116.975655,32.803720
"11957","141",-117.193020,32.744267
"41117","14",-117.012210,32.730340
"30423","69",-117.055370,32.613520
"40187","32",-116.970360,32.838314
"99864","21",-117.139580,32.771923
"10436","122",-117.186690,32.834354
"60165","27",-117.170070,32.697960
"12430","142",-117.160350,32.748478
"41166","34",-116.982640,32.859367
"50114","131",-117.101560,32.685207
"13215","55",-117.158970,32.909850
"60371","115",-117.179320,32.684765
"99271","35",-117.193440,32.901302
"30193","57",-117.044350,32.602135
"12266","137",-117.258750,32.807710
"12804","216",-117.146080,32.748930
"10787","109",-117.221100,32.754753
"75085","256",-117.168816,32.716625
"60478","133",-117.034580,32.578896
"10642","38",-117.082466,32.721410
"12258","137",-117.276810,32.827496
"50040","147",-117.086740,32.671837
"11216","78",-117.176630,32.820480
"30127","57",-117.044010,32.602200
"11971","124",-117.180820,32.816930
"11317","119",-117.122840,32.711903
"12347","109",-117.213200,32.751120
"11949","136",-117.197464,32.764920
"39020","22",-116.967540,32.654633
47tS,"0",-117.094920,32.708454
"60302","115",-117.079980,32.606415
"89022","496",-117.238190,32.877106
"11123","150",-117.247920,32.796330
"60537","80",-116.949974,32.553314
"91112","28",-117.224884,32.902730
"10600","303",-117.103910,32.676533
"10831","92",-117.171430,32.783320
"10013","80",-117.242775,32.799294
"11135","77",-117.235800,32.801033
"94055","196",-117.011250,32.781853
"10921","7",-117.131800,32.822414
"40456","82",-116.939064,32.741528
"60100","133",-117.049460,32.573547
"10815","119",-117.191315,32.834620
"10685","148",-117.058190,32.745470
"96004","114",-117.084860,32.602962
"88930","111",-117.048805,32.688465
"40585","49",-117.062590,32.969044
"12724","138",-117.171380,32.783756
"11408","141",-117.070540,32.701557
"11269","244",-117.144610,32.832990
"12593","137",-117.276540,32.832047
"40545","56",-116.970340,32.726994
"10628","13",-117.090450,32.792900
"10937","105",-117.124770,32.763493
"11866","136",-117.246610,32.749050
"11212","119",-117.179190,32.834557
"12864","152",-117.100780,32.750034
"11142","77",-117.230150,32.802250
"88950","104",-116.996925,32.623760
"98121","4",-116.740730,32.618828
"12462","150",-117.143166,32.696762
"60056","180",-117.176865,32.695286
"40451","106",-116.945170,32.807846
"60263","92",-117.171880,32.676464
"99205","24",-117.135620,32.908787
"12025","140",-117.161640,32.746613
"50006","15",-117.091270,32.683980
"12788","136",-117.153950,32.827034
"10290","112",-117.054480,32.768140
"10322","54",-117.024170,32.794044
"13196","35",-117.202736,32.896484
"13288","25",-117.109190,32.905483
"13341","256",-117.211950,32.753590
"10494","216",-117.148940,32.748352
"10878","136",-117.143845,32.715880
"39036","94",-117.007760,32.619442
"40770","44",-117.062360,32.966373
"10378","99",-117.233110,32.871494
"12969","30",-117.042725,32.727825
"11390","227",-117.079790,32.771340
"12579","78",-117.026985,32.734543
"11037","13",-117.068300,32.794613
ecajtc,"0",-116.975710,32.792034
"75016","308",-117.113100,32.675020
"12925","44",-117.074990,33.031910
"60830","12",-117.115290,32.833454
"40296","63",-116.962730,32.800990
"40097","41",-116.819670,32.858112
"11893","12",-117.235920,32.717854
"12904","131",-117.080700,32.760113
"10391","320",-117.223250,32.870594
"41087","32",-116.960610,32.825020
"10936","150",-117.126290,32.831604
"13484","338",-117.108900,32.755375
"99418","73",-117.096970,32.649980
"11789","158",-117.054276,32.573910
"12150","131",-117.093796,32.703373
"88912","28",-117.040450,32.957140
"11591","135",-117.195920,32.837353
"10704","84",-117.039580,32.712036
"10268","143",-117.071100,32.701420
"98999","42",-116.995400,32.641117
"11132","109",-117.236370,32.751286
"12751","308",-117.163750,32.715530
"11697","136",-117.129360,32.737534
"12303","9",-117.244530,32.684790
"10679","112",-117.062645,32.763737
"40376","4",-117.029144,33.018394
"12264","137",-117.267410,32.811947
"40667","61",-116.935844,32.810688
"10247","112",-117.086930,32.756690
"99582","42",-117.097000,32.780250
"10537","118",-117.133560,32.711544
"40207","104",-116.944270,32.807602
"40472","47",-116.923020,32.807840
"11730","158",-117.096840,32.673096
"11416","79",-117.064240,32.709908
"99308","163",-117.104170,32.667120
"60310","164",-117.059940,32.565320
"59013","15",-117.085434,32.689370
"30008","54",-117.088820,32.642536
"12970","79",-117.032900,32.707690
"60578","169",-117.042470,32.546790
favS,"0",-117.169060,32.765480
"10272","283",-117.063040,32.573760
"11053","126",-117.052704,32.768734
"50051","100",-117.104310,32.661370
"99570","24",-117.238810,32.706400
"12935","150",-117.065180,32.604115
"99054","22",-116.980980,32.654797
"11375","85",-117.089870,32.704277
"12418","104",-117.163790,32.747158
"89002","241",-117.213760,32.805490
"12883","61",-117.095050,32.969944
"10625","401",-117.092964,32.711216
"60202","133",-117.054270,32.583836
"40700","44",-117.056760,33.007202
"12404","11",-117.169770,32.737030
"13354","141",-117.146640,32.748350
"60230","133",-117.105804,32.575890
"39030","91",-117.020180,32.615364
"99240","32",-117.052700,32.716560
"60797","13",-117.104790,32.829945
"75062","185",-117.070640,32.773273
"11014","377",-117.083330,32.749176
"99441","164",-117.161550,32.704540
"99040","110",-117.066770,32.762276
"30307","71",-117.055664,32.613785
"11843","152",-117.252686,32.778133
"99365","180",-117.184220,32.699097
"75009","300",-117.085090,32.603027
"60712","74",-117.042500,32.675400
"40118","77",-117.053020,32.956463
"11113","137",-117.260090,32.808582
"70024","282",-117.086630,32.710003
"12313","69",-117.240036,32.797620
"11718","49",-117.107895,32.731670
"11441","168",-117.043365,32.742690
"99380","108",-117.147110,32.770935
"98562","8",-117.239190,32.894073
"50009","171",-117.089670,32.676785
"10701","138",-117.042380,32.742443
"40294","66",-116.968765,32.838528
"12198","45",-117.075940,33.028545
"60176","129",-117.121994,32.576706
"40487","42",-116.820150,32.857983
"60536","80",-116.944824,32.553223
"60430","119",-117.075450,32.595730
"13393","108",-117.163810,32.766060
"98071","2",-116.351080,32.653557
"98076","1",-116.433570,32.632150
"11258","85",-117.149765,32.706370
"91101","408",-117.153220,32.706050
"11287","55",-117.135400,32.802704
"10818","60",-117.186420,32.760290
"12475","245",-117.130066,32.753944
"11588","61",-117.199850,32.804340
"99499","71",-116.962640,32.567223
"60633","49",-117.092310,32.735985
"89012","29",-117.239430,32.894480
"88931","111",-117.062870,32.689175
"99110","74",-117.046210,32.688778
"11945","178",-117.201100,32.813370
"11025","114",-117.077710,32.758190
"99379","60",-117.167305,32.761738
"11457","56",-117.031500,32.797030
"10016","80",-117.239060,32.800125
"12678","136",-117.203790,32.852512
"11688","107",-117.138900,32.757404
"11040","98",-117.064220,32.753067
"40418","87",-116.973310,32.787792
"50071","15",-117.080414,32.690956
"70041","21",-117.094860,32.629692
"40649","171",-116.971140,32.800003
"10571","118",-117.116140,32.711433
"40250","28",-117.073440,32.949430
"99256","74",-117.014420,32.730034
"40468","87",-116.928910,32.787785
"11418","113",-117.063805,32.763500
"11029","32",-117.072140,32.710117
"40095","41",-116.834690,32.856384
"10852","356",-117.156166,32.748493
"10880","13",-117.144350,32.809790
"10432","122",-117.191180,32.834385
"99114","15",-117.073235,32.692955
"10854","93",-117.156180,32.792930
"11889","74",-117.239136,32.793774
"40412","56",-116.982100,32.748043
"21195","7",-117.222170,32.884235
"41059","13",-117.004270,32.850250
"11715","158",-117.108086,32.678585
"11768","30",-117.072800,32.710330
"12178","44",-117.082466,33.026028
"10189","112",-117.122500,32.755154
"11227","15",-117.168710,32.878260
"60729","72",-117.042750,32.675430
"10114","216",-117.151340,32.748363
"10461","216",-117.165070,32.791218
"10698","84",-117.045040,32.711980
"12414","104",-117.163870,32.740665
"11769","200",-117.072000,32.620796
"98011","1",-116.547035,33.068523
"98025","2",-116.865180,33.043750
"94020","200",-117.199776,32.754463
"88900","11",-117.187560,32.751316
"13001","108",-117.156650,32.767513
"11939","178",-117.201935,32.817287
"60083","225",-117.088050,32.576405
"40007","28",-117.070160,32.949837
"10828","228",-117.171780,32.715843
"50186","170",-117.086190,32.676792
"11019","32",-117.080580,32.714066
"10038","256",-117.221090,32.755672
"10167","136",-117.129510,32.721222
"22725","2",-116.875220,33.038475
"60714","74",-117.040310,32.679813
"10554","104",-117.124720,32.763313
"13410","323",-117.022156,32.766155
"12358","61",-117.200836,32.809082
"60247","164",-117.048030,32.556976
"99028","60",-116.922140,32.862103
"99995","27",-117.212110,32.728830
"60250","164",-117.034220,32.547844
"11245","360",-117.159966,32.748450
"11756","170",-117.080376,32.728966
"12431","118",-117.160310,32.748047
"10837","78",-117.166405,32.820923
"98079","2",-116.487236,32.650116
"60026","225",-117.113235,32.576470
"10963","119",-117.109580,32.711628
"39019","22",-116.968100,32.653057
"11386","141",-117.081600,32.697983
"11950","61",-117.196180,32.800540
"60101","133",-117.045080,32.573520
